% Sierra SPYHIS Output Mon Dec 23 11:57:07 2024
        TIME, displx_rigidSkull, disply_rigidSkull, displz_rigidSkull, velx_rigidSkull, vely_rigidSkull, velz_rigidSkull, ax_rigidSkull, ay_rigidSkull, az_rigidSkull, rotdx_rigidSkull, rotdy_rigidSkull, rotdz_rigidSkull, rotvx_rigidSkull, rotvy_rigidSkull, rotvz_rigidSkull, rotax_rigidSkull, rotay_rigidSkull, rotaz_rigidSkull
        TIME, displx_rigidSkull, disply_rigidSkull, displz_rigidSkull, velx_rigidSkull, vely_rigidSkull, velz_rigidSkull, ax_rigidSkull, ay_rigidSkull, az_rigidSkull, rotdx_rigidSkull, rotdy_rigidSkull, rotdz_rigidSkull, rotvx_rigidSkull, rotvy_rigidSkull, rotvz_rigidSkull, rotax_rigidSkull, rotay_rigidSkull, rotaz_rigidSkull
 8.25117e-03,  1.66338e-16, -2.09165e-16, -6.40943e-17,  4.42778e-13,  6.15145e-12,  5.53624e-13,  1.40721e-07, -9.69945e-08, -1.79291e-08, -2.72870e-17,  1.24529e-17,  1.64333e-01,  1.44951e-14, -9.29314e-15,  4.00000e+01,  2.93229e-09, -4.27395e-10,  0.00000e+00
 8.50073e-03,  2.62937e-16, -8.79797e-17, -1.56747e-16,  1.41341e-12,  3.31739e-12, -1.39345e-12,  3.95654e-08, -2.22488e-07,  1.79922e-08, -2.81185e-17,  1.25778e-17,  1.74316e-01,  9.87765e-15, -1.51258e-14,  4.00000e+01,  1.20248e-09, -1.86900e-09,  0.00000e+00
 8.75089e-03,  2.74342e-16, -1.22119e-16, -1.79998e-16, -2.00101e-12, -4.72163e-12,  5.81656e-13,  4.93797e-08,  1.02098e-07,  3.86157e-08, -2.81482e-17,  1.26958e-17,  1.84322e-01,  6.52885e-15, -2.72581e-14,  4.00000e+01, -2.45073e-09, -1.98151e-09,  0.00000e+00
 9.00007e-03,  1.82024e-16, -3.52318e-16, -1.58436e-16, -4.19397e-12, -5.63661e-12,  2.12630e-12,  6.37691e-08,  7.08064e-08, -1.24461e-07, -2.87928e-17,  1.23557e-17,  1.94289e-01,  1.34713e-14,  2.25274e-16,  4.00000e+01, -1.57628e-09,  3.07885e-09,  0.00000e+00
 9.25003e-03,  9.59755e-17, -4.26821e-16, -7.02331e-17, -2.25316e-12,  1.52114e-12,  1.81130e-12,  1.95599e-07,  5.11499e-08,  2.06873e-08, -2.89567e-17,  1.21609e-17,  2.04287e-01, -1.60536e-14, -2.38305e-14,  4.00000e+01, -1.12305e-09,  1.80293e-09,  0.00000e+00
 9.50032e-03,  3.64654e-17, -2.01366e-16, -2.95844e-17, -7.57392e-13,  4.52662e-12,  2.32342e-12, -9.58048e-09, -7.97230e-09, -3.69771e-08, -2.81066e-17,  1.22417e-17,  2.14299e-01, -2.61570e-14, -4.47228e-15,  4.00000e+01, -8.43019e-10,  6.05272e-10,  0.00000e+00
 9.75047e-03,  6.72938e-17, -2.71247e-17,  7.60439e-17,  3.35705e-12,  1.44505e-12,  1.06415e-13,  4.13139e-08, -8.34661e-08, -1.89838e-07, -2.85432e-17,  1.19844e-17,  2.24305e-01, -2.30353e-14, -1.95141e-14,  4.00000e+01, -5.01898e-11,  1.60990e-09,  0.00000e+00
 1.00003e-02,  1.59651e-16, -2.91140e-17,  9.86770e-17,  4.72220e-12, -3.24923e-12, -2.97501e-12, -6.48256e-08, -2.50906e-07, -3.87652e-08, -2.82356e-17,  1.13621e-17,  2.34297e-01,  2.52891e-14,  6.99319e-15,  4.00000e+01,  7.16405e-10, -1.32904e-09,  0.00000e+00
 1.02515e-02,  2.39537e-16, -1.98322e-16,  9.39765e-17,  1.80011e-12, -4.41795e-12, -2.70023e-12, -1.77011e-07, -1.36352e-09,  3.94252e-09, -2.78587e-17,  1.06672e-17,  2.44345e-01,  1.02808e-14, -8.06730e-15,  4.00000e+01, -3.00265e-09,  2.03305e-09,  0.00000e+00
 1.05009e-02,  1.17872e-16, -2.59720e-16,  1.41533e-16, -1.29891e-12, -2.58767e-13, -2.13782e-12,  1.00561e-07,  2.50582e-07,  8.57015e-08, -2.81104e-17,  1.04714e-17,  2.54321e-01,  3.00878e-15,  2.11347e-14,  4.00000e+01, -2.84434e-10,  3.35309e-09,  0.00000e+00
 1.07503e-02,  1.07361e-16, -2.21281e-16,  1.67011e-16, -9.74333e-13,  4.80626e-12,  2.54567e-13, -4.08900e-08, -6.47228e-08,  7.36737e-08, -2.74204e-17,  1.04615e-17,  2.64298e-01, -4.32980e-15,  1.48715e-14,  4.00000e+01,  7.19738e-10,  1.39140e-09,  0.00000e+00
 1.10015e-02,  8.05339e-17, -1.28829e-16,  2.52239e-16, -2.45647e-12,  3.83296e-12,  2.88948e-12,  4.85257e-09,  4.71006e-08,  7.02298e-08, -2.66120e-17,  9.42013e-18,  2.74346e-01,  1.03186e-14,  3.22894e-14,  4.00000e+01, -4.60923e-09,  1.85888e-09,  0.00000e+00
 1.12512e-02, -1.97934e-17,  9.13046e-17,  4.45035e-16, -2.44507e-12,  2.96680e-12, -1.52995e-12,  1.74649e-07, -1.68056e-07, -1.63749e-06, -2.60014e-17,  8.32849e-18,  2.84335e-01, -2.43802e-15,  1.28372e-15,  4.00000e+01, -2.11136e-09,  2.76689e-09,  0.00000e+00
 1.15011e-02,  8.59252e-17, -1.69750e-17,  2.95481e-16,  4.72301e-13, -1.09204e-12, -5.88170e-13,  7.07409e-08, -1.09551e-07,  1.18011e-08, -2.53733e-17,  8.39499e-18,  2.94329e-01,  2.16941e-14,  3.57373e-15,  4.00000e+01, -6.72486e-10, -1.77074e-09,  0.00000e+00
 1.17510e-02,  1.03287e-17, -1.06649e-16,  3.65224e-16,  9.13318e-13, -4.33030e-13,  4.13525e-13,  3.68820e-08,  4.99547e-08, -6.12493e-08, -2.49030e-17,  8.04793e-18,  3.04327e-01,  2.26523e-15, -1.42209e-14,  4.00000e+01, -7.06386e-10, -1.36787e-09,  0.00000e+00
 1.20012e-02,  3.15231e-17, -1.49919e-16,  3.76879e-16,  4.47332e-12, -2.25184e-12, -2.44045e-12,  1.11936e-07, -1.77850e-08,  1.36343e-07, -2.43018e-17,  6.38301e-18,  3.14333e-01, -1.85501e-15, -1.66694e-14,  4.00000e+01,  5.26833e-10, -1.65833e-09,  0.00000e+00
